# JSON Text File Format
# {"SamplingResolution": "10", "SampledChannels": [1], "SamplingFrequency": "100", "ColumnLabels": ["SeqN", "Digital0", "Digital1", "Digital2", "Digital3", "EMG"], "AcquiringDevice": "98:D3:31:B2:C1:26", "Version": "111", "StartDateTime": "2016-4-17 17:37:29"}
# EndOfHeader
0	1	1	1	1	529	
1	1	1	1	1	532	
2	1	1	1	1	531	
3	1	1	1	1	543	
4	1	1	1	1	545	
5	1	1	1	1	543	
6	1	1	1	1	540	
7	1	1	1	1	539	
8	1	1	1	1	537	
9	1	1	1	1	529	
10	1	1	1	1	534	
11	1	1	1	1	531	
12	1	1	1	1	531	
13	1	1	1	1	534	
14	1	1	1	1	533	
15	1	1	1	1	533	
0	1	1	1	1	537	
1	1	1	1	1	536	
2	1	1	1	1	542	
3	1	1	1	1	543	
4	1	1	1	1	543	
5	1	1	1	1	537	
6	1	1	1	1	542	
7	1	1	1	1	531	
8	1	1	1	1	531	
9	1	1	1	1	527	
10	1	1	1	1	532	
11	1	1	1	1	540	
12	1	1	1	1	537	
13	1	1	1	1	540	
14	1	1	1	1	532	
15	1	1	1	1	543	
0	1	1	1	1	542	
1	1	1	1	1	539	
2	1	1	1	1	537	
3	1	1	1	1	537	
4	1	1	1	1	536	
5	1	1	1	1	537	
6	1	1	1	1	537	
7	1	1	1	1	532	
8	1	1	1	1	531	
9	1	1	1	1	536	
10	1	1	1	1	531	
11	1	1	1	1	536	
12	1	1	1	1	535	
13	1	1	1	1	537	
14	1	1	1	1	540	
15	1	1	1	1	542	
0	1	1	1	1	543	
1	1	1	1	1	542	
2	1	1	1	1	541	
3	1	1	1	1	537	
4	1	1	1	1	537	
5	1	1	1	1	535	
6	1	1	1	1	531	
7	1	1	1	1	527	
8	1	1	1	1	534	
9	1	1	1	1	527	
10	1	1	1	1	531	
11	1	1	1	1	537	
12	1	1	1	1	539	
13	1	1	1	1	547	
14	1	1	1	1	543	
15	1	1	1	1	539	
0	1	1	1	1	544	
1	1	1	1	1	547	
2	1	1	1	1	537	
3	1	1	1	1	537	
4	1	1	1	1	537	
5	1	1	1	1	536	
6	1	1	1	1	532	
7	1	1	1	1	531	
8	1	1	1	1	536	
9	1	1	1	1	537	
10	1	1	1	1	533	
11	1	1	1	1	537	
12	1	1	1	1	537	
13	1	1	1	1	534	
14	1	1	1	1	548	
15	1	1	1	1	543	
0	1	1	1	1	547	
1	1	1	1	1	540	
2	1	1	1	1	543	
3	1	1	1	1	540	
4	1	1	1	1	540	
5	1	1	1	1	536	
6	1	1	1	1	536	
7	1	1	1	1	535	
8	1	1	1	1	534	
9	1	1	1	1	535	
10	1	1	1	1	535	
11	1	1	1	1	536	
12	1	1	1	1	542	
13	1	1	1	1	539	
14	1	1	1	1	542	
15	1	1	1	1	542	
0	1	1	1	1	536	
1	1	1	1	1	537	
2	1	1	1	1	540	
3	1	1	1	1	545	
4	1	1	1	1	531	
5	1	1	1	1	543	
6	1	1	1	1	539	
7	1	1	1	1	540	
8	1	1	1	1	537	
9	1	1	1	1	536	
10	1	1	1	1	531	
11	1	1	1	1	531	
12	1	1	1	1	540	
13	1	1	1	1	542	
14	1	1	1	1	542	
15	1	1	1	1	547	
0	1	1	1	1	542	
1	1	1	1	1	547	
2	1	1	1	1	545	
3	1	1	1	1	540	
4	1	1	1	1	534	
5	1	1	1	1	542	
6	1	1	1	1	539	
7	1	1	1	1	531	
8	1	1	1	1	539	
9	1	1	1	1	535	
10	1	1	1	1	540	
11	1	1	1	1	536	
12	1	1	1	1	539	
13	1	1	1	1	543	
14	1	1	1	1	539	
15	1	1	1	1	545	
0	1	1	1	1	536	
1	1	1	1	1	540	
2	1	1	1	1	536	
3	1	1	1	1	535	
4	1	1	1	1	536	
5	1	1	1	1	537	
6	1	1	1	1	542	
7	1	1	1	1	547	
8	1	1	1	1	540	
9	1	1	1	1	536	
10	1	1	1	1	539	
11	1	1	1	1	536	
12	1	1	1	1	531	
13	1	1	1	1	539	
14	1	1	1	1	536	
15	1	1	1	1	540	
0	1	1	1	1	536	
1	1	1	1	1	536	
2	1	1	1	1	540	
3	1	1	1	1	539	
4	1	1	1	1	537	
5	1	1	1	1	547	
6	1	1	1	1	540	
7	1	1	1	1	543	
8	1	1	1	1	536	
9	1	1	1	1	543	
10	1	1	1	1	536	
11	1	1	1	1	542	
12	1	1	1	1	540	
13	1	1	1	1	540	
14	1	1	1	1	542	
15	1	1	1	1	539	
0	1	1	1	1	542	
1	1	1	1	1	540	
2	1	1	1	1	547	
3	1	1	1	1	542	
4	1	1	1	1	547	
5	1	1	1	1	540	
6	1	1	1	1	536	
7	1	1	1	1	536	
8	1	1	1	1	539	
9	1	1	1	1	536	
10	1	1	1	1	543	
11	1	1	1	1	540	
12	1	1	1	1	536	
13	1	1	1	1	533	
14	1	1	1	1	536	
15	1	1	1	1	537	
0	1	1	1	1	536	
1	1	1	1	1	532	
2	1	1	1	1	531	
3	1	1	1	1	529	
4	1	1	1	1	531	
5	1	1	1	1	531	
6	1	1	1	1	537	
7	1	1	1	1	541	
8	1	1	1	1	543	
9	1	1	1	1	540	
10	1	1	1	1	543	
11	1	1	1	1	540	
12	1	1	1	1	536	
13	1	1	1	1	537	
14	1	1	1	1	540	
15	1	1	1	1	542	
0	1	1	1	1	543	
1	1	1	1	1	543	
2	1	1	1	1	543	
3	1	1	1	1	543	
4	1	1	1	1	543	
5	1	1	1	1	543	
6	1	1	1	1	545	
7	1	1	1	1	547	
8	1	1	1	1	547	
9	1	1	1	1	543	
10	1	1	1	1	536	
11	1	1	1	1	540	
12	1	1	1	1	543	
13	1	1	1	1	539	
14	1	1	1	1	540	
15	1	1	1	1	543	
0	1	1	1	1	542	
1	1	1	1	1	540	
2	1	1	1	1	540	
3	1	1	1	1	540	
4	1	1	1	1	541	
5	1	1	1	1	544	
6	1	1	1	1	542	
7	1	1	1	1	540	
8	1	1	1	1	536	
9	1	1	1	1	532	
10	1	1	1	1	535	
11	1	1	1	1	539	
12	1	1	1	1	536	
13	1	1	1	1	542	
14	1	1	1	1	545	
15	1	1	1	1	544	
0	1	1	1	1	542	
1	1	1	1	1	543	
2	1	1	1	1	540	
3	1	1	1	1	535	
4	1	1	1	1	531	
5	1	1	1	1	529	
6	1	1	1	1	536	
7	1	1	1	1	536	
8	1	1	1	1	540	
9	1	1	1	1	543	
10	1	1	1	1	547	
11	1	1	1	1	545	
12	1	1	1	1	543	
13	1	1	1	1	547	
14	1	1	1	1	540	
15	1	1	1	1	542	
0	1	1	1	1	537	
1	1	1	1	1	539	
2	1	1	1	1	536	
3	1	1	1	1	540	
4	1	1	1	1	540	
5	1	1	1	1	543	
6	1	1	1	1	547	
7	1	1	1	1	547	
8	1	1	1	1	547	
9	1	1	1	1	547	
10	1	1	1	1	545	
11	1	1	1	1	543	
12	1	1	1	1	542	
13	1	1	1	1	539	
14	1	1	1	1	536	
15	1	1	1	1	540	
0	1	1	1	1	543	
1	1	1	1	1	543	
2	1	1	1	1	545	
3	1	1	1	1	547	
4	1	1	1	1	543	
5	1	1	1	1	543	
6	1	1	1	1	542	
7	1	1	1	1	543	
8	1	1	1	1	543	
9	1	1	1	1	536	
10	1	1	1	1	539	
11	1	1	1	1	537	
12	1	1	1	1	534	
13	1	1	1	1	534	
14	1	1	1	1	531	
15	1	1	1	1	531	
0	1	1	1	1	536	
1	1	1	1	1	532	
2	1	1	1	1	536	
3	1	1	1	1	537	
4	1	1	1	1	536	
5	1	1	1	1	531	
6	1	1	1	1	537	
7	1	1	1	1	529	
8	1	1	1	1	533	
9	1	1	1	1	537	
10	1	1	1	1	542	
11	1	1	1	1	537	
12	1	1	1	1	537	
13	1	1	1	1	534	
14	1	1	1	1	531	
15	1	1	1	1	531	
0	1	1	1	1	545	
1	1	1	1	1	542	
2	1	1	1	1	545	
3	1	1	1	1	543	
4	1	1	1	1	542	
5	1	1	1	1	534	
6	1	1	1	1	527	
7	1	1	1	1	529	
8	1	1	1	1	536	
9	1	1	1	1	545	
10	1	1	1	1	551	
11	1	1	1	1	550	
12	1	1	1	1	545	
13	1	1	1	1	536	
14	1	1	1	1	529	
15	1	1	1	1	527	
0	1	1	1	1	527	
1	1	1	1	1	531	
2	1	1	1	1	527	
3	1	1	1	1	530	
4	1	1	1	1	532	
5	1	1	1	1	532	
6	1	1	1	1	536	
7	1	1	1	1	539	
8	1	1	1	1	540	
9	1	1	1	1	540	
10	1	1	1	1	536	
11	1	1	1	1	534	
12	1	1	1	1	534	
13	1	1	1	1	536	
14	1	1	1	1	539	
15	1	1	1	1	543	
0	1	1	1	1	542	
1	1	1	1	1	540	
2	1	1	1	1	540	
3	1	1	1	1	540	
4	1	1	1	1	540	
5	1	1	1	1	542	
6	1	1	1	1	539	
7	1	1	1	1	539	
8	1	1	1	1	537	
9	1	1	1	1	537	
10	1	1	1	1	542	
11	1	1	1	1	542	
12	1	1	1	1	545	
13	1	1	1	1	543	
14	1	1	1	1	543	
15	1	1	1	1	542	
0	1	1	1	1	540	
1	1	1	1	1	540	
2	1	1	1	1	542	
3	1	1	1	1	539	
4	1	1	1	1	537	
5	1	1	1	1	536	
6	1	1	1	1	536	
7	1	1	1	1	534	
8	1	1	1	1	536	
9	1	1	1	1	537	
10	1	1	1	1	540	
11	1	1	1	1	540	
12	1	1	1	1	536	
13	1	1	1	1	536	
14	1	1	1	1	531	
15	1	1	1	1	527	
0	1	1	1	1	527	
1	1	1	1	1	526	
2	1	1	1	1	527	
3	1	1	1	1	529	
4	1	1	1	1	534	
5	1	1	1	1	536	
6	1	1	1	1	540	
7	1	1	1	1	545	
8	1	1	1	1	547	
9	1	1	1	1	546	
10	1	1	1	1	543	
11	1	1	1	1	540	
12	1	1	1	1	537	
13	1	1	1	1	537	
14	1	1	1	1	537	
15	1	1	1	1	540	
0	1	1	1	1	540	
1	1	1	1	1	541	
2	1	1	1	1	540	
3	1	1	1	1	540	
4	1	1	1	1	543	
5	1	1	1	1	539	
6	1	1	1	1	540	
7	1	1	1	1	537	
8	1	1	1	1	536	
9	1	1	1	1	537	
10	1	1	1	1	536	
11	1	1	1	1	540	
12	1	1	1	1	543	
13	1	1	1	1	545	
